serialNumber,macAddress,type,registrationStatus,accessToken,desiredConfigurationTemplate,desiredConfigurationMd5,desiredConfigurationSize
C10625080103,00:0B:C2:19:B5:03,P300,ACTIVATED,185803000BC219B503,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080104,00:0B:C2:19:B5:05,P300,ACTIVATED,185803000BC219B505,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080105,00:0B:C2:19:B5:07,P300,ACTIVATED,185803000BC219B507,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080106,00:0B:C2:19:B5:09,P300,ACTIVATED,185803000BC219B509,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080107,00:0B:C2:19:B5:0B,P300,ACTIVATED,185803000BC219B50B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080108,00:0B:C2:19:B5:0D,P300,ACTIVATED,185803000BC219B50D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080109,00:0B:C2:19:B5:0F,P300,ACTIVATED,185803000BC219B50F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080110,00:0B:C2:19:B5:11,P300,ACTIVATED,185803000BC219B511,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080111,00:0B:C2:19:B5:13,P300,ACTIVATED,185803000BC219B513,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080112,00:0B:C2:19:B5:15,P300,ACTIVATED,185803000BC219B515,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080113,00:0B:C2:19:B5:17,P300,ACTIVATED,185803000BC219B517,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080114,00:0B:C2:19:B5:19,P300,ACTIVATED,185803000BC219B519,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080115,00:0B:C2:19:B5:1B,P300,ACTIVATED,185803000BC219B51B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080116,00:0B:C2:19:B5:1D,P300,ACTIVATED,185803000BC219B51D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080117,00:0B:C2:19:B5:1F,P300,ACTIVATED,185803000BC219B51F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080118,00:0B:C2:19:B5:21,P300,ACTIVATED,185803000BC219B521,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080119,00:0B:C2:19:B5:23,P300,ACTIVATED,185803000BC219B523,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080120,00:0B:C2:19:B5:25,P300,ACTIVATED,185803000BC219B525,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080121,00:0B:C2:19:B5:27,P300,ACTIVATED,185803000BC219B527,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080122,00:0B:C2:19:B5:29,P300,ACTIVATED,185803000BC219B529,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080123,00:0B:C2:19:B5:2B,P300,ACTIVATED,185803000BC219B52B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080124,00:0B:C2:19:B5:2D,P300,ACTIVATED,185803000BC219B52D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080125,00:0B:C2:19:B5:2F,P300,ACTIVATED,185803000BC219B52F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080126,00:0B:C2:19:B5:31,P300,ACTIVATED,185803000BC219B531,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080127,00:0B:C2:19:B5:33,P300,ACTIVATED,185803000BC219B533,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080128,00:0B:C2:19:B5:35,P300,ACTIVATED,185803000BC219B535,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080129,00:0B:C2:19:B5:37,P300,ACTIVATED,185803000BC219B537,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080130,00:0B:C2:19:B5:39,P300,ACTIVATED,185803000BC219B539,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080131,00:0B:C2:19:B5:3B,P300,ACTIVATED,185803000BC219B53B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080132,00:0B:C2:19:B5:3D,P300,ACTIVATED,185803000BC219B53D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080133,00:0B:C2:19:B5:3F,P300,ACTIVATED,185803000BC219B53F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080134,00:0B:C2:19:B5:41,P300,ACTIVATED,185803000BC219B541,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080135,00:0B:C2:19:B5:43,P300,ACTIVATED,185803000BC219B543,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080136,00:0B:C2:19:B5:45,P300,ACTIVATED,185803000BC219B545,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080137,00:0B:C2:19:B5:47,P300,ACTIVATED,185803000BC219B547,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080138,00:0B:C2:19:B5:49,P300,ACTIVATED,185803000BC219B549,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080139,00:0B:C2:19:B5:4B,P300,ACTIVATED,185803000BC219B54B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080140,00:0B:C2:19:B5:4D,P300,ACTIVATED,185803000BC219B54D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080141,00:0B:C2:19:B5:4F,P300,ACTIVATED,185803000BC219B54F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080142,00:0B:C2:19:B5:51,P300,ACTIVATED,185803000BC219B551,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080143,00:0B:C2:19:B5:53,P300,ACTIVATED,185803000BC219B553,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080144,00:0B:C2:19:B5:55,P300,ACTIVATED,185803000BC219B555,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080145,00:0B:C2:19:B5:57,P300,ACTIVATED,185803000BC219B557,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080146,00:0B:C2:19:B5:59,P300,ACTIVATED,185803000BC219B559,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080147,00:0B:C2:19:B5:5B,P300,ACTIVATED,185803000BC219B55B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080148,00:0B:C2:19:B5:5D,P300,ACTIVATED,185803000BC219B55D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080149,00:0B:C2:19:B5:5F,P300,ACTIVATED,185803000BC219B55F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080150,00:0B:C2:19:B5:61,P300,ACTIVATED,185803000BC219B561,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080151,00:0B:C2:19:B5:63,P300,ACTIVATED,185803000BC219B563,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080152,00:0B:C2:19:B5:65,P300,ACTIVATED,185803000BC219B565,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080153,00:0B:C2:19:B5:67,P300,ACTIVATED,185803000BC219B567,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080154,00:0B:C2:19:B5:69,P300,ACTIVATED,185803000BC219B569,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080155,00:0B:C2:19:B5:6B,P300,ACTIVATED,185803000BC219B56B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080156,00:0B:C2:19:B5:6D,P300,ACTIVATED,185803000BC219B56D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080157,00:0B:C2:19:B5:6F,P300,ACTIVATED,185803000BC219B56F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080158,00:0B:C2:19:B5:71,P300,ACTIVATED,185803000BC219B571,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080159,00:0B:C2:19:B5:73,P300,ACTIVATED,185803000BC219B573,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080160,00:0B:C2:19:B5:75,P300,ACTIVATED,185803000BC219B575,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080161,00:0B:C2:19:B5:77,P300,ACTIVATED,185803000BC219B577,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080162,00:0B:C2:19:B5:79,P300,ACTIVATED,185803000BC219B579,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080163,00:0B:C2:19:B5:7B,P300,ACTIVATED,185803000BC219B57B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080164,00:0B:C2:19:B5:7D,P300,ACTIVATED,185803000BC219B57D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080165,00:0B:C2:19:B5:7F,P300,ACTIVATED,185803000BC219B57F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080166,00:0B:C2:19:B5:81,P300,ACTIVATED,185803000BC219B581,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080167,00:0B:C2:19:B5:83,P300,ACTIVATED,185803000BC219B583,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080168,00:0B:C2:19:B5:85,P300,ACTIVATED,185803000BC219B585,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080169,00:0B:C2:19:B5:87,P300,ACTIVATED,185803000BC219B587,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080170,00:0B:C2:19:B5:89,P300,ACTIVATED,185803000BC219B589,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080171,00:0B:C2:19:B5:8B,P300,ACTIVATED,185803000BC219B58B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080172,00:0B:C2:19:B5:8D,P300,ACTIVATED,185803000BC219B58D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080173,00:0B:C2:19:B5:8F,P300,ACTIVATED,185803000BC219B58F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080174,00:0B:C2:19:B5:91,P300,ACTIVATED,185803000BC219B591,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080175,00:0B:C2:19:B5:93,P300,ACTIVATED,185803000BC219B593,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080176,00:0B:C2:19:B5:95,P300,ACTIVATED,185803000BC219B595,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080177,00:0B:C2:19:B5:97,P300,ACTIVATED,185803000BC219B597,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080178,00:0B:C2:19:B5:99,P300,ACTIVATED,185803000BC219B599,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080179,00:0B:C2:19:B5:9B,P300,ACTIVATED,185803000BC219B59B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080180,00:0B:C2:19:B5:9D,P300,ACTIVATED,185803000BC219B59D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080181,00:0B:C2:19:B5:9F,P300,ACTIVATED,185803000BC219B59F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080182,00:0B:C2:19:B5:A1,P300,ACTIVATED,185803000BC219B5A1,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080183,00:0B:C2:19:B5:A3,P300,ACTIVATED,185803000BC219B5A3,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080184,00:0B:C2:19:B5:A5,P300,ACTIVATED,185803000BC219B5A5,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080185,00:0B:C2:19:B5:A7,P300,ACTIVATED,185803000BC219B5A7,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080186,00:0B:C2:19:B5:A9,P300,ACTIVATED,185803000BC219B5A9,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080187,00:0B:C2:19:B5:AB,P300,ACTIVATED,185803000BC219B5AB,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080188,00:0B:C2:19:B5:AD,P300,ACTIVATED,185803000BC219B5AD,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080189,00:0B:C2:19:B5:AF,P300,ACTIVATED,185803000BC219B5AF,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080190,00:0B:C2:19:B5:B1,P300,ACTIVATED,185803000BC219B5B1,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080191,00:0B:C2:19:B5:B3,P300,ACTIVATED,185803000BC219B5B3,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080192,00:0B:C2:19:B5:B5,P300,ACTIVATED,185803000BC219B5B5,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080193,00:0B:C2:19:B5:B7,P300,ACTIVATED,185803000BC219B5B7,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080194,00:0B:C2:19:B5:B9,P300,ACTIVATED,185803000BC219B5B9,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080195,00:0B:C2:19:B5:BB,P300,ACTIVATED,185803000BC219B5BB,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080196,00:0B:C2:19:B5:BD,P300,ACTIVATED,185803000BC219B5BD,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080197,00:0B:C2:19:B5:BF,P300,ACTIVATED,185803000BC219B5BF,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080198,00:0B:C2:19:B5:C1,P300,ACTIVATED,185803000BC219B5C1,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080199,00:0B:C2:19:B5:C3,P300,ACTIVATED,185803000BC219B5C3,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080200,00:0B:C2:19:B5:C5,P300,ACTIVATED,185803000BC219B5C5,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080201,00:0B:C2:19:B5:C7,P300,ACTIVATED,185803000BC219B5C7,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080202,00:0B:C2:19:B5:C9,P300,ACTIVATED,185803000BC219B5C9,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080203,00:0B:C2:19:B5:CB,P300,ACTIVATED,185803000BC219B5CB,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080204,00:0B:C2:19:B5:CD,P300,ACTIVATED,185803000BC219B5CD,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080205,00:0B:C2:19:B5:CF,P300,ACTIVATED,185803000BC219B5CF,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080206,00:0B:C2:19:B5:D1,P300,ACTIVATED,185803000BC219B5D1,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080209,00:0B:C2:19:B5:D7,P300,ACTIVATED,185803000BC219B5D7,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080210,00:0B:C2:19:B5:D9,P300,ACTIVATED,185803000BC219B5D9,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080211,00:0B:C2:19:B5:DB,P300,ACTIVATED,185803000BC219B5DB,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080212,00:0B:C2:19:B5:DD,P300,ACTIVATED,185803000BC219B5DD,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080213,00:0B:C2:19:B5:DF,P300,ACTIVATED,185803000BC219B5DF,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080214,00:0B:C2:19:B5:E1,P300,ACTIVATED,185803000BC219B5E1,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080215,00:0B:C2:19:B5:E3,P300,ACTIVATED,185803000BC219B5E3,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080216,00:0B:C2:19:B5:E5,P300,ACTIVATED,185803000BC219B5E5,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080217,00:0B:C2:19:B5:E7,P300,ACTIVATED,185803000BC219B5E7,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080218,00:0B:C2:19:B5:E9,P300,ACTIVATED,185803000BC219B5E9,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080219,00:0B:C2:19:B5:EB,P300,ACTIVATED,185803000BC219B5EB,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080220,00:0B:C2:19:B5:ED,P300,ACTIVATED,185803000BC219B5ED,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080221,00:0B:C2:19:B5:EF,P300,ACTIVATED,185803000BC219B5EF,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080222,00:0B:C2:19:B5:F1,P300,ACTIVATED,185803000BC219B5F1,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080224,00:0B:C2:19:B5:F5,P300,ACTIVATED,185803000BC219B5F5,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080225,00:0B:C2:19:B5:F7,P300,ACTIVATED,185803000BC219B5F7,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080226,00:0B:C2:19:B5:F9,P300,ACTIVATED,185803000BC219B5F9,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080227,00:0B:C2:19:B5:FB,P300,ACTIVATED,185803000BC219B5FB,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080228,00:0B:C2:19:B5:FD,P300,ACTIVATED,185803000BC219B5FD,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080229,00:0B:C2:19:B5:FF,P300,ACTIVATED,185803000BC219B5FF,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080230,00:0B:C2:19:B6:01,P300,ACTIVATED,185803000BC219B601,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080231,00:0B:C2:19:B6:03,P300,ACTIVATED,185803000BC219B603,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080232,00:0B:C2:19:B6:05,P300,ACTIVATED,185803000BC219B605,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080233,00:0B:C2:19:B6:07,P300,ACTIVATED,185803000BC219B607,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080234,00:0B:C2:19:B6:09,P300,ACTIVATED,185803000BC219B609,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080235,00:0B:C2:19:B6:0B,P300,ACTIVATED,185803000BC219B60B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080236,00:0B:C2:19:B6:0D,P300,ACTIVATED,185803000BC219B60D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080237,00:0B:C2:19:B6:0F,P300,ACTIVATED,185803000BC219B60F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080238,00:0B:C2:19:B6:11,P300,ACTIVATED,185803000BC219B611,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080240,00:0B:C2:19:B6:15,P300,ACTIVATED,185803000BC219B615,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080241,00:0B:C2:19:B6:17,P300,ACTIVATED,185803000BC219B617,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080242,00:0B:C2:19:B6:19,P300,ACTIVATED,185803000BC219B619,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080243,00:0B:C2:19:B6:1B,P300,ACTIVATED,185803000BC219B61B,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080244,00:0B:C2:19:B6:1D,P300,ACTIVATED,185803000BC219B61D,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080245,00:0B:C2:19:B6:1F,P300,ACTIVATED,185803000BC219B61F,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080246,00:0B:C2:19:B6:21,P300,ACTIVATED,185803000BC219B621,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
C10625080247,00:0B:C2:19:B6:23,P300,ACTIVATED,185803000BC219B623,CFG-0001-0100-PROXY-20230131-FTPS-v1.tar.gz,9768cbe43fa48cec894443e8c03ed399,630
